title,html_url,id,number,milestone,created_at,updated_at,body,author,labels,comments,assignee
Example of a Vega or Vega-lite chart using mapd-connector,https://github.com/mapd/mapd-immerse/issues/4627,329615101,4627,,2018-06-05T20:36:01Z,2018-06-05T20:36:01Z,"### :speech_balloon: Description
@dipti-kothari is working on a Bitcoin visualization demo and I suggested that she could use Vega with the data connector. This is a task to make sure we can support her and find other applications for this example.

https://vega.github.io/vega/
https://vega.github.io/vega-lite/
https://mapd.github.io/mapd-connector/
https://github.com/mapd/mapd-connector/blob/master/examples/browser.js

This example could be used as the base for her next project involving a 3D map. One ready-made chart library with 3D charts is https://plot.ly/javascript/#3d-charts",biovisualize,,0,
"Do not change table type on detected geo columns in table importer, only show geo options",https://github.com/mapd/mapd-immerse/issues/4623,329538334,4623,,2018-06-05T16:43:05Z,2018-06-05T16:43:19Z,"### :speech_balloon: Description

Necessary to properly support csv's with geo columns, which should send back geo copy_params but with a table type of Delimited.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",jrajav,"geospatial,import",0,
Raygun report is broken,https://github.com/mapd/mapd-immerse/issues/4621,329466886,4621,,2018-06-05T13:52:50Z,2018-06-05T17:01:18Z,"### :speech_balloon: Description
It's been a while that clicking on the ""report"" button of error popup doesn't report to Raygun. We could fix it or we could take the opportunity to pipe all errors to Segment (which can then redispatch to any error reporting framework). Note that even when the Raygun reporting was working, there was no way to relate a report to a specific problem, for example when it was reported on Zendesk.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Find a dashboard that pops up the error with a ""report"" button
- log in Raygun
- **Actual result:** the report doesn't show-up
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",biovisualize,,1,
Point-map with multilayer/MSD has backward compatibility issues,https://github.com/mapd/mapd-immerse/issues/4620,329267996,4620,,2018-06-05T01:14:47Z,2018-06-06T22:21:58Z,"### :speech_balloon: Description

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Go to any of the dashboards below:
  - http://immerse-master.prod.frontend.builds.mapd.com/#/dashboard/1060?_k=oucyut
  - http://minos.mapd.com:8000/#/dashboard/426?_k=9jbbt4
  - http://kali.mapd.com:9092/#/dashboard/564?_k=yjofff
- launch the point map in the edit mode
- Try to select any other chart type (BUG 1)
- Tap on the button (+ new layer)
- Tap the button (Master) (BUG 2)

**Actual result:**
**BUG 1:** All chart types buttons are disabled
**BUG 2:** MAP will not render on MASTER 

**Expected result:**
**BUG 1:** All chart types buttons are _**enabled**_
**BUG 2:** MAP _**should always**_ render on MASTER 

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![pointmap compatability](https://user-images.githubusercontent.com/10747240/40949475-1803c1bc-6823-11e8-876c-2242a48643c9.gif)

### :memo: Other Info",Davidiskander,"P0,bug,found during 4.0,regression",3,
[Geospatial] Choropleth Performance Lag when generating pop-up,https://github.com/mapd/mapd-immerse/issues/4619,329258161,4619,,2018-06-05T00:10:31Z,2018-06-05T05:36:15Z,"### :speech_balloon: Description
Currently, there seems to be a lag in generating pop-up after hovering mouse over geo-shape of Choropleth Charts. This behavior seems more apparent with larger polygon shapes

### :computer: Environment
- **Browser Name, Version**: Chrome
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create Choropleth Chart with larger polygon shapes
- Hover over polygon shape to generate pop-up

- **Actual result:**
Seems to be a lag of ~1.5-2 secs before generating pop-up

- **Expected result:**
Should generate pop-up at faster rate

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![tool_tip_delay](https://user-images.githubusercontent.com/35040876/40947930-1e02fdb6-681a-11e8-8198-114b39f7a63a.gif)



### :memo: Other Info",ericli5454,"enhancement,found during 4.0,geospatial,performance",1,
Range Chart Y Axis on Histogram/Line chart not aligned with main Y Axis,https://github.com/mapd/mapd-immerse/issues/4617,329250012,4617,,2018-06-04T23:22:36Z,2018-06-05T05:03:28Z,"### :speech_balloon: Description
The X Axis with 'Show Range Chart' enabled doesn't seem to account for the label present on the 
Y axis of the main chart causing the Y axes to be misaligned. This may also be causing an issue when the measurement is locked on the X Axis of the Range chart (all elements of the main X axis are sent to the left). 

### :computer: Environment
- **All Browsers**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create Histogram or Line chart (Source: 'flights' | Dimension X Axis: BIN 'actualelapsedtime' | Measure Height : '# Records')
- Enable 'Show Range Chart' on the right-side menu
- Observe alignment of Y Axes


- **Actual result:**
The Y axes are not aligned. The lock icon on the Range chart causes the main X Axis to be pushed to the left side. 
- **Expected result:**
The Y Axes on the charts are aligned. The lock icon on the Range chart has no impact on the GUI of the main X Axis.



### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![screen shot 2018-06-04 at 3 39 32 pm](https://user-images.githubusercontent.com/39566471/40946618-5104129c-6813-11e8-89fe-eeb7131e08b2.png)

![screen shot 2018-06-04 at 4 03 17 pm](https://user-images.githubusercontent.com/39566471/40946628-5da80aa8-6813-11e8-9851-7f3b55e1a996.png)

### :memo: Other Info",AlexHarutyunyan,"P3,bug,regression",1,
Auto Populate Longitude and Latitude on the map charts,https://github.com/mapd/mapd-immerse/issues/4615,329243309,4615,,2018-06-04T22:48:06Z,2018-06-04T22:48:06Z,"### :speech_balloon: Description


For the charts that use longitude and latitude, we should see if we could auto-populate these fields for the user.  Example if the data column is title Longitude or Long, we could populate either of these in the longitude and same for latitude. 

In the use cases where the data has multiple longitudes and latitudes columns, we could offer a drop menu asking which one they would like to use. An example in the flights_123M data, there are two sets. dest_lat/dest_lon and origin_lat/orgin_log. The drop menu could be as simple as **dest** and **origin**, and based on the user's selection we populate the correct longitude and latitude fields. 


.........
Some difficulties that we will have:
- if the user titles the longitude and latitude something that is unrecognizable.   
- possibly when we are trying to identify if the Geo data has points versus longitude/latitude.

                                                                              


![image](https://user-images.githubusercontent.com/37127288/40945438-ab4bac66-680d-11e8-8dad-a87e6ca5320b.png)





### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",Christian-Baptiste,,0,
Missing a removable GEO Zoom Filter Indicator,https://github.com/mapd/mapd-immerse/issues/4614,329239747,4614,,2018-06-04T22:31:30Z,2018-06-05T05:03:56Z,"### :speech_balloon: Description

When a user has a dashboard open and they zoom to a particular area this is treated as a filter. The problem is we don't show it as a filter in the cross filter section thus the user doesn't have a way to clear such filter. 

To make things worse, if the user had zoomed/or moved to an area that doesn't have data, this zeros out the rest of their charts in that dashboard. This can lead to a lot of confusion when the user doesn't realize what chart has the filter thus we should always place a clearable filter at the top filter area like we do with other filters. 



Desired behavior would be to either return the user their previous zoom state that had data or to a zoom to all data state (meaning the zoomed map would show to the size or where any data points exist).






### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",Christian-Baptiste,"P3,enhancement,found during 4.0",1,Christian-Baptiste
Address confusion around filtering and zooming. ,https://github.com/mapd/mapd-immerse/issues/4613,329235505,4613,,2018-06-04T22:12:53Z,2018-06-04T22:40:40Z,"### :speech_balloon: Description

Users have different intentions at different times.  Sometimes the user is intending on cross filtering based on a particular location(s) or based on a particular date/time range. 

Other times their intentions are to change their view to move around or to zoom in particular data in a map or move around to see data over different dates. 

The current behavior is to treat zooming as a filter (kind of).  This causes a lot of confusion and in some cases could render a dashboard useless without giving the user any idea why they are no longer seeing any data. 

One suggestion is to make an implicit request from the user to know their intent. Another is to use a different type of controls.

However, we offer these enhancements we need to give users the ability to both in an intuitive way.



>>>>>
One quick win that we could do is place a clearable filter pill anytime we are treating the zoom as a filter.







### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",Christian-Baptiste,design,1,Christian-Baptiste
[Geo] mapd_geo point column as measures and dimensions for geo charts,https://github.com/mapd/mapd-immerse/issues/4612,329219064,4612,,2018-06-04T21:12:51Z,2018-06-04T21:13:32Z,"### :speech_balloon: Description

Support for (and quicker, more in-process UX for) selecting mapd_geo point column as a measure and/or dimension for the geo chart types.
",jrajav,"Epic,geospatial",0,
[Internet Explorer] Eula accept button doesn't appears until resizing window,https://github.com/mapd/mapd-immerse/issues/4611,329218408,4611,,2018-06-04T21:10:38Z,2018-06-06T00:42:46Z,"### :speech_balloon: Description
Currently when user attempts to login to kali immerse, the Eula accept button populates would not appear until resizing window. This could cause a major issue with user experience. 

### :computer: Environment
- **Browser Name, Version**: Internet Explorer
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Login to Kali immerse with internet explorer

- **Actual result:**
-  Eula accept button populates would not appear until resizing window

- **Expected result:**
- Eula accept button should appear should appear after login to kali immerse with Internet Explorer browser. 

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",ericli5454,"P1,bug,found during 4.0,regression",0,
[Geo - Pointmap] Ability to mapd_geo point column as a dual measure,https://github.com/mapd/mapd-immerse/issues/4608,329217586,4608,,2018-06-04T21:08:03Z,2018-06-05T12:25:44Z,"### :speech_balloon: Description

*For Pointmap*

mapd_geo point column should be selectable in some form as an alternative to selecting two distinct float-number columns as longitude and latitude.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",jrajav,geospatial,1,
Accessibility Design Iterations,https://github.com/mapd/mapd-immerse/issues/4606,329146864,4606,[object Object],2018-06-04T17:24:05Z,2018-06-05T19:23:37Z,"### :speech_balloon: 

All government accounts require apps to be accessible. With the IQT work starting to take priority I would like to get in front of this issue before we are rushed into it.   Making apps both accessible and visually appealing can be a difficult challenge. If we wait until the last minute we will inevitably be forced to rush design changes that never look good. As a result, I would like to start to do some design cycles on this as soon as possible.




Some obvious changes:
- Change button color. The current light teal button color doesn't offer enough contrast.
- Change the light gray background areas to be dark enough to create passing contrast.
- Place tooltips on all icons
- Possibly offer alternative CSS to allow user control over text size, and additional contrast, etc.
- Test current font size, weight, and shades throughout the app.
- Continued work on default minimum size on charting elements. 
- Add points to things like line charts to make it easier to locate where the hover is.
- Improve zoom controls
- more to come.


### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",Christian-Baptiste,,0,Christian-Baptiste
Review best practices for colors on demos,https://github.com/mapd/mapd-immerse/issues/4605,329136553,4605,,2018-06-04T16:50:09Z,2018-06-04T16:50:32Z,"### :speech_balloon: Description
We should validate if we are using the best practices for our demos, especially around colors. For example, @AnnetteMapD mentioned that using a dark to light palette is not so intuitive for the NY Taxi heatmap. Let's have a round of design to make sure our demos are reflecting the best practices we can provide.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
For example, this heatmap on the NY Taxi demo:

![image 3](https://user-images.githubusercontent.com/824534/40930441-b0c65af0-67f5-11e8-859d-a0a0db895166.png)

Could maybe use a light to dark palette:

<img width=""555"" alt=""screen shot 2018-06-04 at 12 42 00 pm"" src=""https://user-images.githubusercontent.com/824534/40930463-bf519f8a-67f5-11e8-94a3-d5b708ce08c6.png"">


### :memo: Other Info",biovisualize,"design,enhancement",0,Christian-Baptiste
[Geo - Pointmap] Ability to set mapd_geo point column as a dual dimension,https://github.com/mapd/mapd-immerse/issues/4604,329076119,4604,,2018-06-04T14:19:21Z,2018-06-04T21:10:18Z,"### :speech_balloon: Description

*For Pointmap*

mapd_geo appears as an option in the dimension selector for pointmap and, when selected, automatically adds two dimensions: `ST_x(mapd_geo)` and `ST_y(mapd_geo)`.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

<img width=""1623"" alt=""screen shot 2018-06-03 at 12 36 19 pm"" src=""https://user-images.githubusercontent.com/2074135/40922620-4d644a48-67d8-11e8-9796-fc8a33a148bc.png"">


### :memo: Other Info",jrajav,geospatial,0,
Combo chart GUI inconsistencies ,https://github.com/mapd/mapd-immerse/issues/4594,328698863,4594,,2018-06-02T01:00:23Z,2018-06-13T23:20:56Z,"### :speech_balloon: Description
There are some inconsistencies on the Combo chart that don't appear on other similar charts 
### :computer: Environment
- **Chrome: 66.0.3359.181, Firefox: 60.0.1, Safari: Version 11.1 **: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create a line Combo chart (Source: 'flights' | Dimension: 'airtime' | Measure Y Axis: 'carrier_name')
- **Actual result:**
The label on the Y Axis measure reads top to bottom (also contains '# Unique' unlike Line chart). Combo chart contains what seems like a scroll bar. This bar doesn't seem to appear in any other charts. Please see highlight in attached image.
- **Expected result:**
The label reads bottom to top (does not contain #Unique). The scroll bar is only visible when needed. 

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![screen shot 2018-06-01 at 5 33 12 pm](https://user-images.githubusercontent.com/39566471/40868762-18faf69a-65c5-11e8-815e-c9275ea56ef8.png)

### :memo: Other Info",AlexHarutyunyan,"P4,bug,combo-chart,found during 4.0",7,clhenrick
TaxiDemo - Combo chart loosing focus chart data when opening the range slider ,https://github.com/mapd/mapd-immerse/issues/4593,328695427,4593,,2018-06-02T00:22:13Z,2018-06-05T15:50:08Z,"### :speech_balloon: Description
Combo chart losing focus chart data when opening the range slider. 
*Note so far the only data source that seems to be affected is TaxiDemo. 




### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Chose combo chart
- Chose TaxiDemo as the data source (note we tried this with other data and didn't have the same problem)
- Chose dimension pickup_datetime
- Chose AVG trip_distance as the measure. 
- Line chart for Visual Data Mapping
- Turn range chart on
- Adjust range chart
- Focus chart goes blank
- Moving range does nothing to show the missing data
- Turning range off still shows the focus chart selected and with no data
- *NOTE no filter icon shows up until I click in the chart header
- The only thing that brings the data back is to remove the filter. 

- **Actual result:**
- **Expected result:**
Should be able to zoom in on the selected data, should see the line chart.

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

![image](https://user-images.githubusercontent.com/37127288/40868107-a6461a86-65be-11e8-9486-f601e361e749.png)

### :memo: Other Info


http://immerse-master.prod.frontend.builds.mapd.com/#/dashboard/1482?_k=h5i4tt

",Christian-Baptiste,bug,1,biovisualize
Zooming in on scatter plot view generates a filter,https://github.com/mapd/mapd-immerse/issues/4591,328687593,4591,,2018-06-01T23:21:30Z,2018-06-13T18:40:07Z,"### :speech_balloon: Description
Currently a zoom on scatter plot would generate a filter, this is inconsistent with the zoom behavior in point map and geo_heat which do not create any filters.

### :computer: Environment
- **Browser Name, Version**: All Browsers
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create a scatter plot and save to dashboard
- Zoom in on scatter plot

- **Actual result:**
Scatter plot zoom generates a filter

- **Expected result:**
Scatter plot zoom behavior should be consistent with geo_heat and point map

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![scatter_zoom](https://user-images.githubusercontent.com/35040876/40867260-c4975452-65b7-11e8-9836-f2f6b6ff7640.gif)


### :memo: Other Info",ericli5454,enhancement,3,
Geo import table name pre-population inconsistencies,https://github.com/mapd/mapd-immerse/issues/4590,328681525,4590,,2018-06-01T22:43:47Z,2018-06-01T23:01:55Z,"If you import a local geo file, it pre-populates the table name with the name of the file.

If you import a local geo archive, it pre-populates the table name with the name of the archive file, rather than the name of the geo file it decides to pull from the archive file (which would match the above).

If you import from an archive on S3, it doesn't pre-populate the table name at all.

Importing from a geo file on S3 is currently broken (see #4589) but that should be consistent too.",simoneves,"P3,bug,s3-import",0,jrajav
Mapbox watermark appears on top of popups in Firefox ,https://github.com/mapd/mapd-immerse/issues/4588,328678186,4588,,2018-06-01T22:25:45Z,2018-06-01T22:25:45Z,"### :speech_balloon: Description
The 
### :computer: Environment
- **Browser Firefox, 60.0.1 **: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- On Kali open 'Campaign Performance Dashboard - Clicks' dashboard
- Duplicate Dashboard
- Navigate to back to the original 'Campaign Performance Dashboard - Clicks' dashboard and Duplicate dashboard again to trigger error. 
- **Actual result:**
Mapbox watermark will appear in the error Popup.
Also observed in other Popups like Sharing.
- **Expected result:**
Mapbox watermark should be behind all popups. 


### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

![screen shot 2018-06-01 at 2 58 09 pm](https://user-images.githubusercontent.com/39566471/40865894-b636819c-65af-11e8-9c2d-7d1cb31c55e5.png)
![screen shot 2018-05-23 at 4 04 02 pm](https://user-images.githubusercontent.com/39566471/40865909-c2213664-65af-11e8-8460-fce0d66b7e76.png)

### :memo: Other Info",AlexHarutyunyan,"P3,bug,found during 4.0",0,
Deprecate legacy line chart,https://github.com/mapd/mapd-immerse/issues/4587,328675593,4587,[object Object],2018-06-01T22:11:44Z,2018-06-05T19:25:13Z,"### :speech_balloon: Description
The line chart was replaced by the combo chart, but both are still available in the UI. This Epic lists the issues that should be fixed before we can retire the legacy line chart.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",biovisualize,Epic,0,biovisualize
[Combo] Binning doesn't change for the smaller one when setting a date filter,https://github.com/mapd/mapd-immerse/issues/4586,328675186,4586,,2018-06-01T22:09:40Z,2018-06-08T23:32:12Z,"### :speech_balloon: Description
When setting a filter on a single date, the binning doesn't change to the smallest suitable increment.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Set a combo chart and set a filter as in the screenshot or go there http://kali.mapd.com:9092/#/dashboard/565?_k=66j33q
- **Actual result:** binning should be on a smaller increment than month
- **Expected result:** binning is in month

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
<img width=""899"" alt=""screen shot 2018-05-30 at 1 53 50 pm"" src=""https://user-images.githubusercontent.com/824534/40865566-efcdff2c-65c6-11e8-928c-1598c8bc0d43.png"">


### :memo: Other Info",biovisualize,"P1,bug,combo-chart",0,
Dummy test PR for quantile testing - DO NOT MERGE,https://github.com/mapd/mapd-immerse/pull/4583,328670312,4583,,2018-06-01T21:46:08Z,2018-06-01T21:50:20Z,"### 💬  Description
 
### 📄 Github Issue
Closes #0

### :camera_flash: Screenshot",vastcharade,,1,
Zoom limitations for Scatter chart,https://github.com/mapd/mapd-immerse/issues/4576,328615132,4576,,2018-06-01T18:19:15Z,2018-06-01T23:11:51Z,"### :speech_balloon: Description
Currently there are no zooming limitations for the Scatter chart, allowing the user to zoom out to measurements where the points are impossible to see or zoom in so far that the user could drag and drop forever and not encounter a single point. The scatter map can be reset by removing the filter, but it would be nice if there was some limitation even if the user decides to use this chart incorrectly. 

The infinite zoom also causes errors in the console and will actually hang immerse with certain datasets and measurements while the zooming in/out past a reasonable measure. 

### :computer: Environment
- **All Browser**: 
- **mapd-immerse Version or Branch**: master


### :camera_flash: Screenshots
![screen shot 2018-06-01 at 11 23 03 am](https://user-images.githubusercontent.com/39566471/40856866-30759960-658e-11e8-8a36-19c0ecdd2cc8.png)

### :memo: Other Info",AlexHarutyunyan,"design,enhancement",1,Davidiskander
Immerse won't redraw choropleth,https://github.com/mapd/mapd-immerse/issues/4575,328595121,4575,,2018-06-01T17:07:40Z,2018-06-08T21:27:21Z,"### :speech_balloon: Description
I found this 4 rows dataset but it has huge polygons for water worldwide. The unexpected behavior I'm seeing is: when I reverse the colors on the *Color Pallet*, BE sends the correct image where I can verify in the console but the chart it self-doesn't update all polygons colors accordingly unless I hover on the polygons.
Find the chart here: http://kali.mapd.com:9092/#/dashboard/576?_k=1kp6yw

### :computer: Environment
- **Browser Name, Version**: Latest Chrome, Mac
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create a new dashboard
- Create a new chart
- Select data source: water_polygons_generalized_3857
- Select choropleth chart type
- Dimension: mapd_geo, Measure: FID
- Geo Join:  water_polygons_generalized_3857, mapd_geo
- Reverse the colors on the color palette 
- Wait and observe the colors changing

**Actual result:**
The BE returns the correct image in the network calls, but immerse won't re-draw unless I hover over the image/choropleth 

**Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
https://mapd.slack.com/files/U6E0U2F8A/FB03Y7JJX/big_polygons_rendering.gif

### :memo: Other Info
- No console errors
- BE is returning the image in a timely manner
",Davidiskander,"BE-Choropleth,Needs PM Review,P1,bug,found during 4.0",1,
[WIP] label truncation,https://github.com/mapd/mapd-immerse/pull/4570,328468559,4570,,2018-06-01T10:39:35Z,2018-06-01T12:11:14Z,"### 💬  Description
Exposes the label truncation option from mapd3. potential solution for #4363

### 📄 Github Issue
Closes #0

### :camera_flash: Screenshot",biovisualize,,1,
Should handle import GEO Files errors gracefully ,https://github.com/mapd/mapd-immerse/issues/4566,328304033,4566,,2018-05-31T21:28:50Z,2018-05-31T21:28:50Z,"### :speech_balloon: Description

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-Noticed that the backend could through an error but Immerse would just be in what looks like loading
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
<img width=""1439"" alt=""screen shot 2018-05-31 at 2 21 58 pm"" src=""https://user-images.githubusercontent.com/10747240/40809123-390336ec-64de-11e8-9705-bbaf55056fc9.png"">
<img width=""1440"" alt=""screen shot 2018-05-31 at 2 22 11 pm"" src=""https://user-images.githubusercontent.com/10747240/40809124-391b0b0a-64de-11e8-8467-258027939be1.png"">

### :memo: Other Info",Davidiskander,"P3,bug,found during 4.0,geospatial",0,
