github issue name,github issue ID,Fix Version/s,Created timestamp,Updated timestamp,Description,Reporter,Labels,Assignee,Comment Body
Aggregated measures (lon & lat) are not respected by point-map selectors filters,4001,,2018-03-01T01:12:00Z,2018-03-01T01:12:00Z,"### :speech_balloon: Description
[on master] when I apply multiple selections on a point map and change the `agg`, not all selections are respected
http://immerse-master.prod.frontend.builds.mapd.com/#/link/mapd/fce89a1a

Hint: It might be related to the binning, we can now bin lon and lat by `avg`, `min` and `max`

Query:`SELECT admin2 as key0, MAX(conv_4326_900913_x(lon)) as x, MAX(conv_4326_900913_y(lat)) as y FROM tweets_nov_feb_60M WHERE ((lon IS NOT NULL AND lat IS NOT NULL AND (DISTANCE_IN_METERS(-103.43975067138672, 36.82977294921875, lon, lat) < 1360160.9113796772)) AND (lon >= -164.9892163910819 AND lon <= 175.8590941768536) AND (lat >= -56.278044394814735 AND lat <= 75.45159348001769)) GROUP BY key0`


### :computer: Environment
- **Browser Name, Version**: Chrome
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Go to Master
- Create a new dashboard
- Create a new chart
- Select data: `tweets_nov_feb_60M`, D:`followees`, M: `lon` & `lat`
- Change aggregation on measures to `MAX`
- Apply a circle selector filter
**Actual result:**
Some points fall out of the circle selection
**Expected result:**
All point should fall inside the circle selection

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
<img width=""1440"" alt=""screen shot 2018-02-28 at 5 10 04 pm"" src=""https://user-images.githubusercontent.com/10747240/36821947-696ce372-1caa-11e8-8696-4cfca8fc1bdf.png"">
<img width=""1437"" alt=""screen shot 2018-02-28 at 5 00 21 pm"" src=""https://user-images.githubusercontent.com/10747240/36821948-6986f6a4-1caa-11e8-8dc8-3e75f9edb1f9.png"">

### :memo: Other Info
You can find the bug in 2 dashboards:
http://immerse-master.prod.frontend.builds.mapd.com/#/link/mapd/5d6c0007
http://immerse-master.prod.frontend.builds.mapd.com/#/link/mapd/fce89a1a",Davidiskander,"P2,bug",,
"Display ""Powered by MapD"" when using custom logo",3998,,2018-02-28T19:26:58Z,2018-05-31T18:18:35Z,"### :speech_balloon: Description
 For customers white labeling MapD Immerse with their own logo, display a ""Powered by MapD"" message next to the favicon.


### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",mythilimapd,,jrajav,"As discussed earlier this is moved to 4.1 (@niviksha for re-confirmation, no need to reply if accurate),jrajav
Note: Closely related to https://github.com/mapd/mapd-immerse/issues/4337 (but possibly still orthogonal in code),jrajav"
List of design decisions to make on line2,3995,,2018-02-28T16:36:50Z,2018-03-02T10:29:27Z,"### Description
Some issues are raised during QA, development and usage of the new line chart that are about UX/UI design more than actual bugs. Let's list them here and discuss solutions.

### List
* Design the logic between line/area and line/bar selectors https://github.com/mapd/mapd-immerse/pull/3956#issuecomment-368703040 and https://github.com/mapd/mapd-immerse/pull/3956#issuecomment-368703843
* Y axis labels revert back to default when switching orientation https://github.com/mapd/mapd-immerse/pull/3956#issuecomment-369065501
* Measure selector could have a different name than Y Axis [1, ...] https://github.com/mapd/mapd-immerse/pull/3956#issuecomment-369081551",biovisualize,"combo-chart,design",,
Reproduce and investigate cause of async timeout test failure,3994,,2018-02-28T14:44:31Z,2018-02-28T14:44:31Z,"### :speech_balloon: Description

Discover what causes this error, if a concrete cause can be found, or consider steps to mitigate its possibility:

```
1316 passing (30s)
  22 pending
  1 failing

  1) FilterDateInputParent Component 

CustomRange component filter range state on input submit events should set an error if startDate is before endDate:

     Error: timeout of 2000ms exceeded. Ensure the done() callback is being called in this test.
```",jrajav,"tech,tests",,
[Point Map] Legend min & max reverts to default after changing map themes or any visual attribute setting,3992,,2018-02-28T01:24:21Z,2018-06-08T06:22:27Z,"### :speech_balloon: Description
Todd noticed an issue where the point maps max/min would revert back to its default values after user has changed the map theme or any visual attribute settings

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
1. Select point map chart
2. Add the following:
Data Source: nyc_yellow_taxi
Measure - Lon: dropoff_longitude  
Measure - Lat: dropoff_latitude
Measure - Color: total_ amount

3. Change map them or visual attribute (i.e. # of points, Autosize, or Mark Shape settings) 
4. Edit map legend Min/Max value

- **Actual result:**
- Min/max values immediately revert back to default values 
- Note that user is still able to enter min/max legend values prior to changing map theme/visual attribute

- **Expected result:**
- User able to set Min/max value 

### :camera_flash: Screenshots
![point_map_legend_bug](https://user-images.githubusercontent.com/35040876/36764665-759d6234-1be2-11e8-9878-513b1eaf23b5.gif)

### :memo: Other Info",ericli5454,"P2,bug",,"Its actually after changing any thing on the right side of the map I believe, including # of points (which shouldn't affect min/max here as we're doing it from the data). Changing issue title.,tmostak
I'll add that this is a relative annoying one as often one takes a lot of care to set the min/max correctly, only to have it wiped out after every change.,tmostak
@tmostak  Thanks for the update ~ 
I'll update the descriptions real quick 
,ericli5454
Just confirmed this doesn't happen in heatmap and choropleth. Not sure though if it occurred in heatmap when this was filed (color scaling on heatmap was changed to Vega transforms).,tmostak
@ericli5454 you can repro this?,tmostak
@tmostak Yeah i can still repro this,ericli5454"
Line2 adapter's setConfig invokes a render before config has been set,3991,,2018-02-28T00:57:42Z,2018-03-02T10:29:49Z,"### :speech_balloon: Description
In the line2-adapter's setConfig method, the chart is actually rendered before its config object has been overridden. This is because chart.getEvents() calls render(). This could lead to some unwanted side effects and it probably makes sense to move the event setup outside of setConfig. 

Problematic code here: https://github.com/mapd/mapd-immerse/blob/master/src/charts/line-chart2/line2-adapter.js#L164-L185

Proposed solution implemented with Stacked Bar: https://github.com/mapd/mapd-immerse/pull/3959/commits/e8cd1543b022f461aadef321fdcfe354d2739370

cc @biovisualize 

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",clhenrick,combo-chart,,"Just a note: `getEvents` will not call render unless the components has not been instantiated (because otherwise, `eventCollector` would not have been populated).
```
function getEvents () {
    if (!cache.svg) {
      render()
    }
    return eventCollector
  }
```
But it is instantiated right before in Immerse
```
cache.chart = Chart(cfg.parentNode)
cache.chart.getEvents()
```
And even if it would hit `render` it would not render sub-components before some data was set
```
function render () {
    build()

    if (dataObject.dataBySeries) {
      buildChart()
    }
    return this
  }
```
So I don't think we are trying to solve a problem here. But the code logic is not clear and I agree it needs a cleanup. And the way you do it makes sense.,biovisualize
I get what you’re saying @biovisualize but the problem is that with line2 adapter as it currently is, render is called with the default config before setConfig has done what it’s naming implies: set the chart’s config. This means a chart will be first rendered with the chart type “line”, even if the desired chart type is something else, which can have unintended side effects. So yes it is a problem that should be fixed.,clhenrick
Context of this issue: I want to append a class name of the chart type to the chart’s SVG element in the html template in the chart’s build method, because that seems like the obvious place to do it. However with the adapter currently as is, that class name will always be “line”, which is not what I want if my chart type is something else.

Furthermore from an architecture perspective it seems like adapter’s setConfig is doing too much and that the first call to getEvents should live in its own function.

If we are to use this adapter logic for other chart types with mapd3 and immerse I imagine it could potentially lead to other unwanted / confusing side effects.,clhenrick
Thanks for the context. I agree :+1:,biovisualize"
[Scatter] Color palette legend key remains after respective measure is deleted,3990,,2018-02-28T00:55:59Z,2018-02-28T00:56:25Z,"### :speech_balloon: Description
After user drag and drops a color measure, and deletes measure, the color measures 
respective legend in color palette remains

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
1. Select scatterplot charts 

2. Then add the following:
Data Source: Flights_123M
Measure X-Axis: airtime
Measure Y-Axis: arrdelay
Measure Color: dest_city

3. Drag and drop dest_city from Color Measure to Size Measure
4. Delete dest_city from Size Measure 

- **Actual result:**
The Color Palette legend for dest_city remains after dest_city has been deleted

- **Expected result:**
The Color Palette legend for dest_city  is removed after dest_city has been deleted

### :camera_flash: Screenshots

![bug_color_palette](https://user-images.githubusercontent.com/35040876/36763939-0c03bc0e-1bdf-11e8-8557-6a37d5b3f9d0.gif)

### :memo: Other Info",ericli5454,"P3,bug",,
[Pointmap/Scatter] Chart does not update until another measure is added,3989,,2018-02-28T00:19:10Z,2018-02-28T00:33:02Z,"### :speech_balloon: Description
Todd noticed an issue with Pointmaps/Scatter chart in which adding/editing a dimension isn't updated on charts until a measure is added


### :computer: Environment
- **Browser Name, Version**: Chrome
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
1. Select Point Map Chart and Select tweet_nov_feb
2. Add in lon(AVG)  and lat(AVG) respectively for the Lon and Lat Measures
3. Then add in county_state for Dimension

-  **Actual result:**
The number of data points remain the same

![point_map_bug](https://user-images.githubusercontent.com/35040876/36762676-a8737346-1bd9-11e8-9bc3-90b6113ae14e.gif)

-  **Expected result:**
The number of data point should decease such that there is should be only one data point per county.
Note that: Adding an extra measure updates the charts with dimension. 
<img width=""1207"" alt=""screen shot 2018-02-27 at 4 16 48 pm"" src=""https://user-images.githubusercontent.com/35040876/36762689-bd9443e0-1bd9-11e8-8fd4-26498b6c2e35.png"">

### :memo: Other Info",ericli5454,"P2,bug",,
update the bot to post the CI build links for testing on the issue,3983,,2018-02-27T19:35:01Z,2018-03-16T19:40:48Z,"### :speech_balloon: Description

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",micahstubbs,tech,,
warning  Function 'removeSelectorThunk' has a complexity of 21,3977,,2018-02-26T23:47:45Z,2018-02-26T23:47:53Z,"### :speech_balloon: Description

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info
![screen shot 2018-02-26 at 3 47 35 pm](https://user-images.githubusercontent.com/2119400/36702552-614dfeb4-1b0c-11e8-8853-c4f5bee32de1.png)",micahstubbs,tech,,
Heatmap/Choropleth legend min/max issue,3975,,2018-02-26T17:53:13Z,2018-02-26T18:04:27Z,"### Description
Heat map legend multi behavior issues

### Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

Master

### Steps To Reproduce
-Create a heat map

- **Actual result:**
Can input a value less then the minimum ex: 5.
Min and max could have the same value.
User could set max less than min 

- **Expected result:**
Max box can't have a value less than Min.
Max and Min should not be equal to each other.
Max should not be less than Min 
### Screenshots

### Other Info",biovisualize,"P3,bug",,
Split css/scss module loader across webpack configs to configure sourceMap for dev,3971,,2018-02-26T14:44:39Z,2018-04-22T15:55:46Z,"### 📄 Github Issue
 #3970 

### :camera_flash: Screenshot

<img width=""405"" alt=""screen shot 2018-02-26 at 08 44 17"" src=""https://user-images.githubusercontent.com/2074135/36676423-440b653e-1ad1-11e8-9b90-c47cfe4251af.png"">",jrajav,WIP,jrajav,"@jrajav looks like the CI build failed,clhenrick
@jrajav take a look at this failing test

```
  1316 passing (30s)
  22 pending
  1 failing

  1) FilterDateInputParent Component 

CustomRange component filter range state on input submit events should set an error if startDate is before endDate:

     Error: timeout of 2000ms exceeded. Ensure the done() callback is being called in this test.
```,micahstubbs
@clhenrick I saw - I am deferring fixing this, it's not priority, but I'll take a look when I can. I thought this would be a simple change.

@micahstubbs I have seen that test error intermittently before. It could not possibly be caused by this change - this only changes the css / scss loader in the webpack build.,jrajav
retest this please,jrajav
@jrajav if so, then the next step is to reproduce the test timeout on master and create an issue to fix the intermittently failing test,micahstubbs
retest this please,jrajav
**Immerse**: http://immerse-3971.dev.frontend.builds.mapd.com

,mapd-bot
@micahstubbs Builds passed here now with no change. I created issue https://github.com/mapd/mapd-immerse/issues/3994 to investigate the test failure (which already exists in master now). I was trying to find the failing PR builds from this to link there but I can't see anything in the history - do you know of a way to directly access the full build history for a certain PR?

And with this, do you agree we can merge this?,jrajav
@jrajav yes, making the new issue and seeing the tests pass is good.  I'll fix the conflict with master and wait for the CI tests to be green again. then I'll give the ✅ review,micahstubbs
this PR has no conflicts with `master`, and so needs no special formatting treatment,micahstubbs
retest this please,jrajav
**Immerse**: http://immerse-3971.dev.frontend.builds.mapd.com

,mapd-bot"
Enable CSS source maps,3970,,2018-02-26T14:43:33Z,2018-02-26T14:43:33Z,"Enable CSS source maps in the css / scss webpack module loader in the dev environment, so we can track the origin of styles from the developer tools.",jrajav,tech,,
"When plotting a scatterplot/pointmap with dimension(s), don't filter that chart by the x and y axis on zoom",3969,,2018-02-25T05:58:47Z,2018-02-25T06:02:25Z,"Currently we apply the x/y filter on zoom on a pointmap/scatterplot, which makes sense when the data is not grouped (i.e. there are no dimensions), but doesn't really when you are grouping. Doing so leads points to move around because their x and y will change as we are applying the filters.  See the a) screengrab below of plotting avg(depdelay) and avg(arrdelay) when grouping by tailnum on flights_123M and b) screengrab plotting avg(lon) and avg(lat) by lang on tweets.

![moving_points](https://user-images.githubusercontent.com/953210/36638577-6e0e01a4-19ad-11e8-9cf0-023ac87fd4a5.gif)

![moving_points_map](https://user-images.githubusercontent.com/953210/36638593-ddb4581e-19ad-11e8-95d0-cb837667169e.gif)",tmostak,enhancement,,
Warning: Failed prop type: Required prop `dcFlag` was not specified in `LineChartComponent`,3966,,2018-02-23T23:55:07Z,2018-02-26T18:50:10Z,"### :speech_balloon: Description

webpack:///./node_modules/fbjs/lib/warning.js?:33 Warning: Failed prop type: Required prop `dcFlag` was not specified in `LineChartComponent`

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- open immerse
- open browser js console
- paste `document.cookie=""future-features=true""` 
- make a new dashboard
- add a chart
- select a datasource
- click the line2 icon
- **Actual result:**
Warning in the console
- **Expected result:**
no warning, no scary red text in the console

### :camera_flash: Screenshots
![screen shot 2018-02-23 at 3 53 17 pm](https://user-images.githubusercontent.com/2119400/36622367-b1ff2c28-18b1-11e8-917e-ff2ca66cb157.png)

### :memo: Other Info
<Details>
<Summary>error log</Summary>
```
webpack:///./node_modules/fbjs/lib/warning.js?:33 Warning: Failed prop type: Required prop `dcFlag` was not specified in `LineChartComponent`.
    in LineChartComponent (created by ChartContainer)
    in ChartContainer (created by Connect(ChartContainer))
    in Connect(ChartContainer) (created by MapD(Connect(ChartContainer)))
    in MapD(Connect(ChartContainer)) (created by ChartContainerPanel)
    in ChartContainerPanel (created by Dashboard)
    in div (created by Dashboard)
    in div (created by Dashboard)
    in Resizable (created by GridItem)
    in DraggableCore (created by GridItem)
    in GridItem (created by ReactGridLayout)
    in div (created by ReactGridLayout)
    in ReactGridLayout (created by _class)
    in _class (created by Dashboard)
    in div (created by Dashboard)
    in Dashboard (created by Connect(Dashboard))
    in Connect(Dashboard) (created by RouterContext)
    in div (created by App)
    in App (created by RouterContext)
    in RouterContext (created by Router)
    in Router (created by Root)
    in div (created by Root)
    in MapDServicesProvider (created by Root)
    in Provider (created by Root)
    in div (created by Root)
    in Root (created by DragDropContext(Root))
    in DragDropContext(Root) (created by Connect(DragDropContext(Root)))
    in Connect(DragDropContext(Root))
    in AppContainer 
```
</Details>",micahstubbs,"fixed,tech",,
filter csv export data when chart filters are applied,3961,,2018-02-23T05:45:34Z,2018-03-16T19:40:47Z,"### :speech_balloon: Description

filter csv export data when chart filters are applied

a logical extension of #3510, which was silent on this feature  

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
all data behind a chart is downloaded
- **Expected result:**
only data that is drawn when the filter is applied to a chart should be downloaded

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info

thanks to @menaczar for suggesting this 

The other thing I noticed is that downloading a chart with or without a filter gives the same .csv
Example:
-Download a heat chart.
-Apply filter by selecting some items in the heat chart.
-Download again.

https://github.com/mapd/mapd-immerse/pull/3876#issuecomment-367862851",micahstubbs,enhancement,,
Scatter chart points to small to be seen.,3960,,2018-02-23T03:27:05Z,2018-02-23T06:04:40Z,"### :speech_balloon: Description

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-Create a scatter chart.
-Flights.
-D: carrier_name
-M: Long/Lat

- **Actual result:**
You cant see anything. looks like blank chart.

- **Expected result:**
Turn off points auto size and increase the size then you'll start seeing points.
We should have a minimum visible size.

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![Screen Shot 2018-02-22 at 7.25.51 PM.png](https://images.zenhubusercontent.com/59a47c158f62dc7798c4571a/c0a41b20-7640-442d-a471-52bfbf21482f)
### :memo: Other Info",menaczar,"P2,enhancement",,"@nytai how are we doing autosizing when grouping by dimension? Are we using the total number of rows instead of say approx_count_distinct(dimension)?

@menaczar this is important but not sure it warrants the P1 label. (Not saying we don't want to get it fixed),tmostak
@tmostak Oh. My bad. I'll remove the tag.,menaczar"
UI overlapping bug when searching and selecting a non-existing data set for filter,3957,,2018-02-22T21:40:20Z,2018-02-22T21:40:20Z,"### Description

### Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### Steps To Reproduce
- Go to minos
- Create a new dashboard
- Tap `Add filter`, start typing a string that doesn't qualify for dataset name. i.e. `tdxycuvbhhvgcfxd`
- Press Enter/Return

**Actual result:**
- UI elements overlap

**Expected result:**
UI shall not overlap

### Screenshots
![bug_emptystate](https://user-images.githubusercontent.com/10747240/36459135-55c57620-1667-11e8-9198-701b14501f8e.gif)

### Other Info",Davidiskander,"P4,bug",,
dashboard share link broken if created after user switches mapd backend server,3953,,2018-02-22T00:45:08Z,2018-02-22T04:22:41Z,"### Description
dashboard share link broken when user logs out, specifies new backend server, logs in again

### Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### Steps To Reproduce
- visit http://immerse-master.prod.frontend.builds.mapd.com/#/?_k=ec4dtj from the office network or mapd vpn
- click the user profile icon and click `LOG OUT`
- click advanced settings
- change the `HOST NAME` to `kali.mapd.com`
![screen shot 2018-02-21 at 8 19 00 pm](https://user-images.githubusercontent.com/2119400/36520201-80edb37a-1744-11e8-8b67-3d6513a15348.png)
- click `CONNECT`
- search for a dashboard that starts with `csv`
- click the `csv-export-sandbox` dashboard to open it
- click the share icon
![screen shot 2018-02-21 at 8 20 12 pm](https://user-images.githubusercontent.com/2119400/36520221-a82dfbf2-1744-11e8-9444-ca1ee28cd3a5.png)
- copy the share link generated to the clip board
![screen shot 2018-02-21 at 8 20 30 pm](https://user-images.githubusercontent.com/2119400/36520236-b8eb345a-1744-11e8-868b-9265750e29f4.png)
- open a new browser tab
- paste the dashboard link into the new tab and go (visit the link) 
 
- **Actual result:**
we see a `failed to load dashboard` error
![screen shot 2018-02-21 at 8 21 40 pm](https://user-images.githubusercontent.com/2119400/36520255-df6a3252-1744-11e8-97f3-f79124e730cb.png)

- **Expected result:**
the desired dashboard loads successfuly
![screen shot 2018-02-21 at 8 21 46 pm](https://user-images.githubusercontent.com/2119400/36520260-e4fd902e-1744-11e8-800d-fd32a730feec.png)
### Screenshots

### Other Info
related to 
https://github.com/mapd/mapd-immerse/issues/3776 **Dashboard sharing to users and roles (groups)**
https://github.com/mapd/mapd-immerse/issues/3239 **Enhancement suggestion: Share button label should reflect that it shares the instance on the screen**",micahstubbs,bug,,
Stacked bar chart,3950,,2018-02-21T23:44:44Z,2018-05-03T20:13:43Z,"### Description
As a user, I want to be able to visualize my data nested by a 2nd dimension, for example the sum of my sales (measure) for each region (dimension 2) across each year (dimension 1), so I can make decisions that need a break down of a dimension by another one (like sum(sales) for each year by region).

### Requirements
Copy-pasted from [here](https://docs.google.com/document/d/1hSbMc3mZwP3Dsu1V2T0uX_00jHJgnTVoZc8gNCdKhPQ/edit)
* Allow ability to stack when adding a second dimension
* Stacked bar chart can have a single color or color by dimension ~or color by measure~
* ~When color by measure, disable color by dimension and when color by dimension, disable color by measure~
* When date extracts are used as groups, default sorting will be chronological within groups and overall
* Default colors when color by dimension ~or color by measure~

### Design specs
Discussion is ongoing here #3919

### Possible task breakdown
**Design decisions**
* Design decisions, particularly the one needed to decide if it will be a separate chart type, replacing histogram or replacing row chart

**Data**
* Figure out the query for stacked bar chart with categorical data
* Hardcode this query in mapd-data-layer

**Chart adapter**
* Add the scaffolding for the new stacked bar chart, probably duplicating what’s in line2 and hardcoding the chart type to `stackedBar`
* Write the data transform using data from the query
* Pipe the right props to update the chart

**Integration and widgets**
* Trigger the hardcoded query when selecting dimension/measure
* Pipe the right info to the query builder to modify the query
* Work on selectors
* Work on color

**MapD3**
* Tooltip
* Selection
* Support negative bars",biovisualize,"Epic,documentation,stacked-bar-chart",clhenrick,"We can start with a limited scope for this epic's first phase - on this new bar chart incarnation we limit to single measure, multiple dimensions.,mythilimapd"
consolidate testing steps prompts on issue template,3948,,2018-02-21T23:16:59Z,2018-03-16T19:40:46Z,"### Description

consolidate testing steps prompts on issue template so that all the information needed to test a feature or bugfix is in one place.",micahstubbs,tech,,
Prepare all dashboard state for storing in Redux,3945,,2018-02-21T19:39:54Z,2018-02-21T19:39:57Z,"## Ongoing goal
As we refactor charts and other dashboard components, either put all of their non-transient state into Redux and mutate with actions, or if not yet feasible due to external interactions and dependencies, prepare them for the eventual move by making the interface reactive (accept all input data wholesale and optimize delta changes, and encapsulate mutations as events).

### Notes
- Make sure to use mapd-data-layer from https://github.com/mapd/metis wherever possible to translate queries to SQL.

### Active related issues
https://github.com/mapd/mapd-immerse/issues/3755",jrajav,"Epic,tech",,
Introduce snapshot tests,3944,,2018-02-21T18:27:05Z,2018-02-21T18:27:05Z,"### Description

Use a snapshot testing library to automatically validate the rendered output of every component, letting us know if anything changed that we did not intend.

Analogous to (but not a replacement for) screenshot tests, but for virtual DOM.

Two alternatives that could integrate with the existing test framework:

https://www.npmjs.com/package/mocha-snapshots
https://www.npmjs.com/package/chai-jest-snapshot",jrajav,"tech,tests",,
Shouldn't allow naming a new dashboard with an existing dashboard title,3941,,2018-02-21T01:50:01Z,2018-02-21T01:50:36Z,"### Description
New dashboard replaces an old dashboard if I give it the same title 

### Environment
- **Browser Name, Version**: chrome
- **mapd-immerse Version or Branch**: master/minos

### Steps To Reproduce
- Create a **dashboard A** and name the title ""Test Test David"", and **save** it
- Add few charts to **dashboard A**, and **save** it
- Create a **dashboard B** and name the title ""Test Test David"", and **save** it
- Go to dashboards list and search for the dashboard with title ""Test Test David""

**Actual result:**
**dashboard A** is totally wiped and replaced by **dashboard B**

**Expected result:**
Dashboards should not be wiped. I could think of 2 solutions:
1. Show a popup to user and ask them to choose another name
2. Save the new dashboard with additional text (i.e. Test Test David_1) 

### Screenshots

### Other Info",Davidiskander,"P3,bug",,
[US Political donations] line/ pie charts don't default to the color scheme,3939,,2018-02-21T00:35:57Z,2018-02-21T00:35:57Z,"### Description

### Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: Demo

### Steps To Reproduce
- Go to http://titan-azure.mapd.com/#/link/mapd/ae57df03
- Press Unknown on the Pie chart >> (color will go from green to blue)
- Press any bar on the bar chart >> (color will go from green to blue)

**Actual result:**
find the attachment

**Expected result:**

### Screenshots
![bug_colors](https://user-images.githubusercontent.com/10747240/36456885-138d155c-165c-11e8-8493-60b3985ccc83.gif)

### Other Info",Davidiskander,"P3,bug,regression",,
Null bar counts on bar chart are one minus the value of selected group# when Null dimension is toggled off,3938,,2018-02-20T23:44:36Z,2018-02-21T01:32:55Z,"### Description

### Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### Steps To Reproduce
- Go to minos
- Create a new dashboard
- Create a new chart (Data: school_deprecated, D:column_11, M(width): #records 
- Toggle Null off
- Change number of groups

**Actual result:**
- If number of groups selected is 5, only 4 bars show
- If number of groups selected is 6, only 5 bars show
- If number of groups selected is 7, only 6 bars show

**Expected result:**
Number of groups should match the count of bars

### Screenshots
![screen shot 2018-02-20 at 3 35 49 pm](https://user-images.githubusercontent.com/10747240/36455283-4f348bc4-1654-11e8-87d4-feaf859e132a.png)
![screen shot 2018-02-20 at 3 36 03 pm](https://user-images.githubusercontent.com/10747240/36455284-4f477860-1654-11e8-932d-ebd2933d931f.png)
![screen shot 2018-02-20 at 3 36 21 pm](https://user-images.githubusercontent.com/10747240/36455285-4f5e2416-1654-11e8-9421-457296c7d2ce.png)

### Other Info",Davidiskander,bug,,"Are we sure this is a regression? Guessing this has to deal with the fact that we remove nulls post-hoc, so 6 becomes 5 groups for example. ,tmostak
You are right @tmostak, it's not a regression,Davidiskander"
Indicate source of error messages,3936,,2018-02-20T21:47:17Z,2018-05-30T18:17:18Z,"> As a 

developer triaging issues

> I want to

know the source of error messages

> With the benefit that

related issues are more quickly found and the appropriate team is notified, while minimizing noise to unrelated teams.

----

It would be nice to have some kind of indication showing where a displayed error message originated from, ie did it come over the wire from MapD Core? Is it from Immerse? Is it from a library?",andrewseidl,"enhancement,tech",,"https://github.com/mapd/mapd-connector/issues/80 will probably solve the 'Is it Core or Immerse' part of this issue, if we have a consistent error format from the backend and propagate them to an error snackbar / dialog on the UI.,jrajav"
Render custom shapes and symbols in Immerse,3933,,2018-02-20T17:04:05Z,2018-02-20T17:33:11Z,"### Description

Customer Request, link to zendesk ticket. Will fill in details when we prioritize the user story.

https://mapd.zendesk.com/agent/tickets/263


### Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### Screenshots

### Other Info",mythilimapd,"customer,feature",,"Can you please add a user story or some specs? This can mean many things. I'm guessing it's about adding custom markers on a map?,biovisualize
I will add details once the story is prioritized. This is more for tracking purposes for customer that raised a support ticket,mythilimapd"
