"github issue name",html_url,id,"github issue ID","Fix Version/s","Created timestamp","Updated timestamp","Description","Reporter","Labels",comments,"Assignee"
create holistic design for geo data import in Immerse workflow,https://github.com/mapd/mapd-immerse/issues/4137,305790683,4137,,2018-03-16T03:27:55Z,2018-03-28T23:54:03Z,"### :speech_balloon: Description
inspired by conversation on https://github.com/mapd/mapd-immerse/pull/4135

tl;dr; when a user imports a csv file that has a geometry column, the column should be recognized as and/or selected as just ""geometry"", not point, linestring, polygon, multipolygon. This should be the case elsewhere in Immerse too.

### :camera_flash: Screenshots

### :memo: Other Info",micahstubbs,"design,geospatial",0,clhenrick
Standalone example of connecting MapD3 combo chart to Metis data-layer,https://github.com/mapd/mapd-immerse/issues/4134,305721908,4134,,2018-03-15T21:14:09Z,2018-03-15T21:15:11Z,"### :speech_balloon: Description
As a client, I want to develop my own apps using MapD components to solve some specific problems that are not well served by Immerse. As a developer, I want to show that MapD3 and Data-layer are decoupled components independent from Immerse, to prove that we solved a big coupling problem in Immerse and that we can use these new modular components to build tools. 

This example could take the form of a development environment or a blueprint for developing new features. It could also be used as a test sheet to explore charts and data configuration. We can take inspiration from what the backend rendering guy are using http://vega-demo.mapd.com/#/ and this Observable integration https://beta.observablehq.com/@mbostock/hello-mapd-connector

Some clients could already use it for developing their own features, like Carlson Capital and JamCity.",biovisualize,,0,
CSV export to format measure and date based on chart level formatting,https://github.com/mapd/mapd-immerse/issues/4131,305646838,4131,,2018-03-15T17:22:57Z,2018-03-15T21:35:19Z,"### :speech_balloon: Description
As an immerse user I would like the data in csv export of a chart to apply the same formatting options on measures and dates as specified in the chart.


### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",mythilimapd,,3,
check formatting in travis CI build,https://github.com/mapd/mapd-immerse/issues/4126,305409290,4126,,2018-03-15T04:09:34Z,2018-03-16T19:40:50Z,"### :speech_balloon: Description
check formatting in travis CI build

fail build if unformatted files are present",micahstubbs,tech,0,
White label should be only available for Enterprise.,https://github.com/mapd/mapd-immerse/issues/4124,305360709,4124,,2018-03-14T23:09:28Z,2018-03-14T23:20:29Z,"### :speech_balloon: Description
White label should be only available for Enterprise.
Per specs.
Wasn't implemented and I didn't catch it.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Apply the white label to any build
- Direct to kali 

- **Actual result:**
- Should see default MapD style as it's showing community edition
 
- **Expected result:**
- Should disregard the White-label settings as it detected that that was a community edition.

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",menaczar,,2,
update Immerse to use new version of MapD InteractiveML,https://github.com/mapd/mapd-immerse/issues/4121,305275967,4121,,2018-03-14T18:22:10Z,2018-03-16T19:40:50Z,"### :speech_balloon: Description
update Immerse IML integration to use new version of IML

these new IML PRs contain breaking changes to the API, along with new algorithms like [XGBoost](https://github.com/dmlc/xgboost) and new hyperparameters like `fraction` (which allows the client to specify the [test/train split](https://towardsdatascience.com/train-test-split-and-cross-validation-in-python-80b61beca4b6))

https://github.com/mapd/interactiveML/pull/135 **Implementing XGBoost**
https://github.com/mapd/interactiveML/pull/140 **Adding examples**
https://github.com/mapd/interactiveML/pull/151 **Add support for Train/Valid split from FE**

The goal is to complete this update by Thursday, 3/22 ahead of [Nvidia GTC](https://www.nvidia.com/en-us/gtc/), which starts on Monday 3/26

### :camera_flash: Screenshots
<img width=""592"" alt=""new-train-panel"" src=""https://user-images.githubusercontent.com/2119400/37422994-ee9ae2c2-2779-11e8-8d28-dcabe8772fbb.png"">
",micahstubbs,"component-iml,enhancement,gtc2018",1,
Auto bin should be highlighted,https://github.com/mapd/mapd-immerse/issues/4117,304858594,4117,,2018-03-13T17:17:35Z,2018-05-31T15:58:47Z,"### :speech_balloon: Description

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Go to Minos
- Create a dashboard
- Create a combo chart
- Data source: flights
- Dimension: arr_timestamp
- Measure: # Records
- Change the label lock on x-axis to `01-01-1988`

**Actual result:**
- No bin is highlighted
![screen shot 2018-03-13 at 10 22 18 am](https://user-images.githubusercontent.com/10747240/37358522-888a0656-26a8-11e8-990b-22beb4ff305c.png)

**Expected result:**
- `1 Day` bin should be highlighted 
![screen shot 2018-03-13 at 10 22 30 am](https://user-images.githubusercontent.com/10747240/37358541-949133d4-26a8-11e8-9a05-2095960f9000.png)

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",Davidiskander,"P3,bug,combo-chart",3,
Redesign the chart config panels and underlying architecture,https://github.com/mapd/mapd-immerse/issues/4116,304799607,4116,,2018-03-13T14:56:00Z,2018-05-22T15:07:35Z,"### :speech_balloon: Description
Some projects on the roadmap, like number/date formatting #3775, requires adding new options to the config panels in chart editor. We need to find ways to make it scalable. 

### Design requirements
Identify: 
* the grouping of config options (e.g. related to data, color, chart, text)
* UX/UI design alternatives
* UI and code issues that it will solve
* related architecture improvements
* simple increment that can be delivered with an actual roadmap feature
* multiple increments to get to the state we want

### :camera_flash: Screenshots

### :memo: Other Info",biovisualize,design,1,Christian-Baptiste
Color mismatch between chart legend and color palette [Political Donations Demo],https://github.com/mapd/mapd-immerse/issues/4115,304599294,4115,,2018-03-13T01:46:08Z,2018-03-13T01:46:45Z,"### :speech_balloon: Description
If user clicks the trash icon from the color palette of the bar chart, and re-selects the color by dimension option; there is a color mismatch between the chart legend and color palette for `Others`

### :computer: Environment
- **Browser Name, Version**:  All
- **mapd-immerse Version or Branch**: minos, Demos

### :page_with_curl: Steps To Reproduce
1. Go to Demos for Political Donations
2. Select the Bar Chart and go to chart editor
3. Select the trash icon next to color palette, then select Color By Dimension option

- **Actual result:**
the chart legend and color palette for `Others` is  not consistent

- **Expected result:**
the chart legend and color palette for `Others` should be consistent

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![Political_Donations_color.gif](https://images.zenhubusercontent.com/5a4c12b9a016c5b034bbd07e/591fe191-82e2-4b4d-9711-f6527124a519)

![Screen Shot 2018-03-12 at 5.54.51 PM.png](https://images.zenhubusercontent.com/5a4c12b9a016c5b034bbd07e/15871d10-da4c-4c49-837c-f15b5fdd8565)
### :memo: Other Info",ericli5454,"P3,bug",0,
Global Filter Icon incorrect format in [I.E. 11 only],https://github.com/mapd/mapd-immerse/issues/4113,304559094,4113,,2018-03-12T22:10:48Z,2018-03-12T22:10:48Z,"### :speech_balloon: Description

### :computer: Environment
- **Browser Name, Version**: Internet Explorer 11
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create a chart using Internet explorer 11 
- Click on the `Add Filter` button and Select the data source used for chart

- **Actual result:**
- Global Filter Icon is not centered 
- Global Filter Icon missing thunderbolt 

![Screen Shot 2018-03-12 at 3.06.42 PM.png](https://images.zenhubusercontent.com/5a4c12b9a016c5b034bbd07e/6c996d9d-93ec-49c5-ae3c-2760c9cfbf78)

- **Expected result:**
-Global Filter Icon has thunderbolt and is properly centered
![Screen Shot 2018-03-12 at 3.05.35 PM.png](https://images.zenhubusercontent.com/5a4c12b9a016c5b034bbd07e/63d32581-d631-4420-95f5-b5341e6349a5)

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :memo: Other Info",ericli5454,"P4,bug",0,
Charts titles defaults to be right side aligned  on IE11,https://github.com/mapd/mapd-immerse/issues/4112,304511743,4112,,2018-03-12T19:37:27Z,2018-03-19T20:21:03Z,"### :speech_balloon: Description

### :computer: Environment
- **Browser Name, Version**: IE11
- **mapd-immerse Version or Branch**: MINOS

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
Charts titles are right-aligned

- **Expected result:**
Charts titles should be center-aligned

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![screen shot 2018-03-12 at 12 07 38 pm](https://user-images.githubusercontent.com/10747240/37305478-d0f3f454-25f1-11e8-9d64-a552b2589e6c.png)

### :memo: Other Info",Davidiskander,"P3,dashboard-title,good-first-issue,regression",0,
CSS variables fallback for IE,https://github.com/mapd/mapd-immerse/issues/4109,304387010,4109,,2018-03-12T14:10:54Z,2018-03-12T17:52:03Z,"### :speech_balloon: Description
Copied from https://github.com/mapd/mapd-immerse/issues/4095#issuecomment-371978677
>Looks like IE styling issues may be the result of a polyfill for CSS variables that was introduced for white labeling: https://github.com/mapd/mapd-immerse/pull/3934#discussion_r169472191 . A more bullet proof fallback for browsers that don't support CSS variables might be to do something like:
```
a {
  color: #7F583F;
  color: var(--primary);
}
```
>but this would require some time to apply to all of the stylesheets that were changed in Immerse from the white labeling feature

>Although as @nytai pointed out, this solution would only prevent IE from breaking with white labeling, it would not enable white labeling to work with IE...

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",biovisualize,"bug,good-first-issue",3,
[Combo Chart] Brush selection loses precision with repeated changes to binning,https://github.com/mapd/mapd-immerse/issues/4107,304099635,4107,,2018-03-10T19:57:07Z,2018-03-12T17:29:21Z,"### :speech_balloon: Description
Switching between binning options, over time, appears to create a rounding error where the original ""all the way to the right"" selection is reduced to the extent of the decade or year bin. If the range chart is hidden, this is not obvious. On the Line chart, which has its own quirky behavior, it's at least visible in the chart when the full dataset is not part of the current selection.

**Browser Name, Version:**
Google Chrome Version 64.0.3282.186

- **mapd-immerse Version or Branch**: master
http://immerse-release.prod.frontend.builds.mapd.com/

### :page_with_curl: Steps To Reproduce
-Create a new combo chart
-Set the **Datasource** to *flights*.
-Set **X Axis** to *plane_issue_date*.
-Set **Y Axis 1** to *arrdelay*.
-Brush a selection in the range chart from somewhere in the middle all the way to the right.
-Hide the range chart.
-Change the binning many times

- **Actual result:**
Over time, the selection no longer reaches the far right edge, possibly due to rounding algorithms used for the 1yr and 10yr bins.

- **Expected result:**
When I select all the way to the right, my intent is to persistently select everything from a particular point in time to the end of the dataset. If it doesn't extend that far, I need some indication in the main chart when the range chart is hidden.

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

![binninglosesprecision-1](https://user-images.githubusercontent.com/6788473/37246217-1382746a-245a-11e8-9bd4-e12a456d05b0.gif)

### :memo: Other Info",DennisDawson,"bug,combo-chart",1,
"[Chart Switching] Brush selection persists when switching charts, hiding data",https://github.com/mapd/mapd-immerse/issues/4106,304093757,4106,,2018-03-10T18:41:06Z,2018-03-12T21:35:06Z,"### :speech_balloon: Description
This manifests in the Combo Chart, but it's a brush issue, I reckon.

Brush a selection in the Combo range chart, switch to Line chart. The selected range is shown as if it were the full dataset. Switch back to Combo chart, and the same selection persists. You can't drag to get the full set back, but you can edit the x axis. Make another selection and switch back to Line chart, the data persists. Switch back to Combo, and the data selection persists, but this time you cannot edit the x-axis to get the full dataset back.


**Browser Name, Version:**
Google Chrome Version 64.0.3282.186

- **mapd-immerse Version or Branch**: master
http://immerse-release.prod.frontend.builds.mapd.com/

### :page_with_curl: Steps To Reproduce
-Create a new combo chart
-Set the **Datasource** to *flights*.
-Set **X Axis** to *plane_issue_date*.
-Set **Y Axis 1** to *arrdelay*.
-Brush a selection in the range chart.
-Switch to Line chart. Only the selection is shown. Not able to drag to increase scope.
-Switch back to Combo chart. Only the selection is shown. Not able to drag to increase scope.
-Edit the base value on the x-axis to a date prior to 1976. The dataset returns.
-Brush another selection.
-Switch to Line chart.  Only the selection is shown. Not able to drag to increase scope.
-Switch back to Combo chart. Only the selection is shown. Not able to drag to increase scope. Can't edit the x-axis to get the full dataset, either.

- **Actual result:**
Data is hidden from the user.

- **Expected result:**
Brush selection maintains state between charts.

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![chartswitchbrushpersistence](https://user-images.githubusercontent.com/6788473/37245657-879b7216-2450-11e8-810f-242ff35ef464.gif)

### :memo: Other Info",DennisDawson,"P2,bug,chart-switching",2,
[Combo Chart] Area chart does not display secondary axis,https://github.com/mapd/mapd-immerse/issues/4105,304083904,4105,,2018-03-10T16:33:53Z,2018-05-09T23:45:26Z,"### :speech_balloon: Description
Selecting the **Area** chart displays the primary axis but not the secondary axis.

I'm aware that issue https://github.com/mapd/mapd-immerse/issues/4093 removes the Area option from the chart, but i think we need to at least capture this as a known issue in the release notes for 3.6.0.

Browser Name, Version:
Google Chrome Version 64.0.3282.186

- **mapd-immerse Version or Branch**: master
http://immerse-release.prod.frontend.builds.mapd.com/

### :page_with_curl: Steps To Reproduce
-Create a new combo chart
-Set the **Datasource** to *flights*.
-Set **X Axis** to *plane_issue_date*.
-Set **Y Axis 1** to *arrdelay*.
-Set **Y Axis** to *cancelled*
-Assign *cancelled* to the secondary axis.
-Select **Area**

- **Actual result:**
Only the Primary Axis values are displayed.

- **Expected result:**

Both the Primary and Secondary axes are displayed.

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

![areanosecondaxis](https://user-images.githubusercontent.com/6788473/37244427-be80a3cc-243d-11e8-87ae-6767eb794421.gif)
### :memo: Other Info",DennisDawson,"combo-chart,documentation",5,
[Combo Chart]Intermittent freeze when showing/hiding range chart with Color dimension,https://github.com/mapd/mapd-immerse/issues/4103,304071408,4103,,2018-03-10T13:39:31Z,2018-03-10T14:20:08Z,"### :speech_balloon: Description
When I create a combo chart and use the **Color** dimension, showing, brushing, and hiding the range chart intermittently freezes the controls.

### :computer: Environment
- **Browser Name, Version**: 
Google Chrome Version 64.0.3282.186 

- **mapd-immerse Version or Branch**: master
http://immerse-release.prod.frontend.builds.mapd.com/

### :page_with_curl: Steps To Reproduce
-Create a new combo chart
- Choose the Flights dataset
- Set **X Axis** to plane_issue_date
- Set **Y Axis 1** to arrdelay
- Set **Color** to _carrier___name_
- Show range chart
- Brush range chart
- Hide range chart
(you might have to show, brush, and hide more than once)

- **Actual result:**
Immerse controls freeze.

- **Expected result:**
Well...not that.

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![rangecharterror](https://user-images.githubusercontent.com/6788473/37242886-5e4045ca-2425-11e8-9374-3488169c09be.gif)


### :memo: Other Info",DennisDawson,"bug,combo-chart",0,
Icons an ui polishing of style and type selector,https://github.com/mapd/mapd-immerse/issues/4102,304028134,4102,,2018-03-10T01:24:17Z,2018-03-10T01:24:28Z,"### :speech_balloon: Description
Design here  https://sketch.cloud/s/j4jo0
Let's extract the acceptance criteria. At first glance I see:
* icons on bar/line switcher
* order of selector: color swatch, axis, mark type, line style

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",biovisualize,combo-chart,0,
combo-chart label editing problems,https://github.com/mapd/mapd-immerse/issues/4096,303978902,4096,,2018-03-09T21:01:36Z,2018-03-09T21:04:09Z,"### :speech_balloon: Description
Editing the primary or secondary y axis labels has various issues: mixing edited label with autogenerated, applying the new label to the other axis, etc. They all have the same issue from the code standpoint. The behaviour we want is:
* replace the whole label when edited
* revert back to auto-generated labels on axis orientation change or any dimension/measure change
* label editing only enabled in chart editor

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info
The cause is simply that the measure index was hardcoded before we introduced axis orientation switching
```
[line2ActionTypes.SET_Y_AXIS_LABEL] (state, {id, label}) {
    const measures = clone(state[id].measures)
    measures[0].axisLabel = label
```
We need to make it contextual to the `yAxisOrientation` and to revert to auto-generated on `SET_Y_AXIS_ORIENTATION`",biovisualize,"bug,combo-chart",0,
Inconsistency for STR columns between  the data manager vs sql editor,https://github.com/mapd/mapd-immerse/issues/4090,303926016,4090,,2018-03-09T17:52:22Z,2018-03-09T17:57:13Z,"### :speech_balloon: Description
There is an inconsistency in the data manger vs sql editor. Data manager shows the encoded string properly, but the sql editor right pane just shows 'str' which is ambiguous

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master


- **Actual result:**
- In the Data manager shows as encoded STR[dict. encode]
![data manager](https://user-images.githubusercontent.com/35040876/37221903-32cc177a-2380-11e8-84e3-77956e1954f8.png)


- While in sql editor just displays 'STR'
![sql editor](https://user-images.githubusercontent.com/35040876/37221904-37221798-2380-11e8-99bb-3b3a71d90d21.png)





- **Expected result:**
sql editor should display STR[dict.encode] for consistency

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",ericli5454,"P4,bug",0,
Combo chart brush changes extent on auto update. #4067,https://github.com/mapd/mapd-immerse/pull/4083,303651525,4083,,2018-03-08T22:12:58Z,2018-04-22T15:55:46Z,"### 💬  Description
 
### 📄 Github Issue
 #4067 

### :ship: Merge Checklist
- [ ] author worded pull-request title to contain a release-notes-worthy message
- [ ] author referenced issue(s) fixed by this PR

### :camera_flash: Screenshot",biovisualize,WIP,6,biovisualize
"Adds powered by MapD to main nav, adds new json white label config to…",https://github.com/mapd/mapd-immerse/pull/4078,303298389,4078,,2018-03-07T23:25:50Z,2018-04-22T15:55:46Z,"… disable powered by MapD copy

### 💬  Description
 
### 📄 Github Issue
 #3998 

### :ship: Merge Checklist
- [ ] author worded pull-request title to contain a release-notes-worthy message
- [ ] author referenced issue(s) fixed by this PR

### :camera_flash: Screenshot",nytai,,15,jrajav
Color palette persists after the chart is destroyed,https://github.com/mapd/mapd-immerse/issues/4077,303218262,4077,,2018-03-07T18:55:10Z,2018-03-07T18:55:21Z,"### :speech_balloon: Description
The color palette should get empty when there's no chart. This behaviour was always there, not a regression.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Add a chart, say a line chart
- use a color dimension
- remove the measure, which destroys the chart
- **Actual result:** The palette stays opened with the last settings (data labels, colors)
- **Expected result:** The palette should empty

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
<img width=""1202"" alt=""screen shot 2018-03-06 at 11 14 44 pm"" src=""https://user-images.githubusercontent.com/824534/37111918-077634ba-220f-11e8-8d81-ca3befb44287.png"">

### :memo: Other Info",biovisualize,bug,0,
csv text on export data icon too small to read,https://github.com/mapd/mapd-immerse/issues/4076,303003834,4076,,2018-03-07T08:22:24Z,2018-03-13T15:12:02Z,"### :speech_balloon: Description
csv text on export data icon too small to read

related to enhancement #3886 

### :computer: Environment
- **Browser Name, Version**: Chrome 64
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- visit repro dashboard http://immerse-master.prod.frontend.builds.mapd.com/#/link/mapd/f30d3c04 
- mouse over table chart to show controls icons

- **Actual result:**
csv text on export data icon too small to read
- **Expected result:**
csv text on export data be large enough to read

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![csv-text-too-small-1](https://user-images.githubusercontent.com/2119400/37081128-5ccfa440-219d-11e8-9773-915aaee674bb.png)
",micahstubbs,"bug,design",0,
expolore webpack watchOptions.ignored to make webpack recompile times faster,https://github.com/mapd/mapd-immerse/issues/4075,302984701,4075,,2018-03-07T06:55:00Z,2018-03-16T19:40:49Z,"### :speech_balloon: Description

https://webpack.js.org/configuration/watch/#watchoptions-ignored

![screen shot 2018-03-06 at 10 55 05 pm](https://user-images.githubusercontent.com/2119400/37077820-72b7a624-2191-11e8-8f07-983773ce8dac.png)
",micahstubbs,"enhancement,tech",0,
Combo chart removing a dimension Changes colors.,https://github.com/mapd/mapd-immerse/issues/4072,302925854,4072,,2018-03-07T01:00:03Z,2018-03-07T04:02:13Z,"### :speech_balloon: Description

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-Create any combo chart with 3 or more dimension.
-delete a dimension from the middle.

- **Actual result:**
-Remaining dimension will get different colors

- **Expected result:**
-Remaining dimensions should keep the colors chosen.

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

![mar-06-2018 16-59-04](https://user-images.githubusercontent.com/16374964/37067682-d588c440-215f-11e8-8f54-fe417ec5dcb2.gif)


### :memo: Other Info",menaczar,"combo-chart,design,enhancement",2,
Fix mapd-connector to address poor query performance on large array columns,https://github.com/mapd/mapd-immerse/issues/4068,302917131,4068,,2018-03-07T00:13:38Z,2018-04-24T14:56:49Z,"### :speech_balloon: Description
https://mapd.zendesk.com/agent/tickets/276


Customer: L2

Fix mapd-connector to address the poor query performance on large array columns. Logged an issue under mapd-connector repo and added a link to the issue from mapd-connector to Immerse board.

https://github.com/mapd/mapd-connector/issues/61

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",mythilimapd,"L2,P1,customer,enhancement,release blocker",1,
Combo chart brush changes extent on auto update.,https://github.com/mapd/mapd-immerse/issues/4067,302916830,4067,,2018-03-07T00:12:09Z,2018-03-09T23:43:44Z,"### :speech_balloon: Description

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master
- **Found in release**: 3.6

### :page_with_curl: Steps To Reproduce
- Create a combo chart with range on
- Flights, depdelay , arrdelay and range chart on.
- Save and on the dashboard turn auto update on.
- Create a range chart brush filter.

- **Actual result:**
when auto refresh kicks in the filter will expand to become the new range filter.
ex, if you have a range from jan to dec and you created a range filter from jun to july after update the new range will become jun to july. See GIF
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![mar-06-2018 15-18-16](https://user-images.githubusercontent.com/16374964/37066213-2636416c-2159-11e8-8793-0e4117157304.gif)

### :memo: Other Info",menaczar,"P2,bug,combo-chart",9,menaczar
Should spit out BE errors in nice UI view,https://github.com/mapd/mapd-immerse/issues/4066,302908419,4066,,2018-03-06T23:31:06Z,2018-05-30T18:14:15Z,"### :speech_balloon: Description

### :computer: Environment
- **Browser Name, Version**: Chrome 65
- **mapd-immerse Version or Branch**: minos

### :page_with_curl: Steps To Reproduce
- ![Screen Shot 2018-03-06 at 3.23.53 PM.png](https://images.zenhubusercontent.com/597a1712f8b79f8376e107e7/613789b5-d9fb-4889-87b3-243855c8561f)
- Build a dashboard on MINOS like above
- Other charts would spit out a popup UI like this:
![Screen Shot 2018-03-06 at 3.30.01 PM.png](https://images.zenhubusercontent.com/597a1712f8b79f8376e107e7/1a7b4f72-7d9f-4d39-b543-768720f50bbe)

- **Actual result:**
No UI error
- **Expected result:**
UI popup error

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",Davidiskander,"P2,bug,combo-chart",2,
